	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1
12	192.203.230.10	North-Central_100	1	-1.0	0	0.14035087719298245	0.7272727272727273	0.14814814814814814	0.24615384615384614
3	192.203.230.10	North-Central_100	1	5.0	0	0.14035087719298245	0.7272727272727273	0.14814814814814814	0.24615384615384614
6	192.203.230.10	North-Central_100	1	10.0	0	0.14035087719298245	0.7272727272727273	0.14814814814814814	0.24615384615384614
4	192.203.230.10	North-Central_100	1	20.0	0	0.14035087719298245	0.7272727272727273	0.14814814814814814	0.24615384615384614
0	192.203.230.10	North-Central_100	1	30.0	0	0.14035087719298245	0.7272727272727273	0.14814814814814814	0.24615384615384614
17	192.203.230.10	North-Central_1000	1	-1.0	0	0.6296296296296297	0.9444444444444444	0.6538461538461539	0.7727272727272727
20	192.203.230.10	North-Central_1000	1	0.5	0	0.09433962264150944	1.0	0.09433962264150944	0.1724137931034483
18	192.203.230.10	North-Central_1000	1	1.0	0	0.3584905660377358	0.95	0.36538461538461536	0.5277777777777778
5	192.203.230.10	North-Central_1000	1	5.0	0	0.6296296296296297	0.9444444444444444	0.6538461538461539	0.7727272727272727
1	192.203.230.10	North-Central_1000	1	10.0	0	0.6296296296296297	0.9444444444444444	0.6538461538461539	0.7727272727272727
19	192.203.230.10	North-Central_1000	1	20.0	0	0.6296296296296297	0.9444444444444444	0.6538461538461539	0.7727272727272727
10	192.203.230.10	North-Central_1000	1	30.0	0	0.6296296296296297	0.9444444444444444	0.6538461538461539	0.7727272727272727
8	192.203.230.10	North-Central_300	1	-1.0	0	0.4716981132075472	1.0	0.4716981132075472	0.641025641025641
22	192.203.230.10	North-Central_300	1	1.0	0	0.16981132075471697	1.0	0.16981132075471697	0.2903225806451613
16	192.203.230.10	North-Central_300	1	5.0	0	0.4716981132075472	1.0	0.4716981132075472	0.641025641025641
14	192.203.230.10	North-Central_300	1	10.0	0	0.4716981132075472	1.0	0.4716981132075472	0.641025641025641
21	192.203.230.10	North-Central_300	1	20.0	0	0.4716981132075472	1.0	0.4716981132075472	0.641025641025641
13	192.203.230.10	North-Central_300	1	30.0	0	0.4716981132075472	1.0	0.4716981132075472	0.641025641025641
2	192.203.230.10	North-Central_500	1	-1.0	0	0.4716981132075472	0.9615384615384616	0.4807692307692308	0.6410256410256411
11	192.203.230.10	North-Central_500	1	1.0	0	0.1320754716981132	0.875	0.1346153846153846	0.23333333333333334
23	192.203.230.10	North-Central_500	1	5.0	0	0.4716981132075472	0.9615384615384616	0.4807692307692308	0.6410256410256411
15	192.203.230.10	North-Central_500	1	10.0	0	0.4716981132075472	0.9615384615384616	0.4807692307692308	0.6410256410256411
9	192.203.230.10	North-Central_500	1	20.0	0	0.4716981132075472	0.9615384615384616	0.4807692307692308	0.6410256410256411
7	192.203.230.10	North-Central_500	1	30.0	0	0.4716981132075472	0.9615384615384616	0.4807692307692308	0.6410256410256411
